scenario,account_id,date,amount,entity,description,source
Actual,6000,2024-10-01,4081.78,South,Salaries & Wages,sample_gl
Actual,6000,2024-10-06,640.36,South,Salaries & Wages,sample_gl
Actual,6000,2024-10-12,10142.46,South,Salaries & Wages,sample_gl
Actual,6000,2024-10-13,9873.24,South,Salaries & Wages,sample_gl
Actual,6000,2024-10-20,5568.47,South,Salaries & Wages,sample_gl
Actual,6000,2024-10-20,2958.63,South,Salaries & Wages,sample_gl
Actual,6000,2024-10-25,1917.2,South,Salaries & Wages,sample_gl
Actual,6000,2024-10-28,959.76,South,Salaries & Wages,sample_gl
Actual,6000,2024-10-01,14205.53,West,Salaries & Wages,sample_gl
Actual,6000,2024-10-11,7760.01,West,Salaries & Wages,sample_gl
Actual,6000,2024-10-17,1759.8,West,Salaries & Wages,sample_gl
Actual,6000,2024-10-22,488.64,West,Salaries & Wages,sample_gl
Actual,6000,2024-10-23,3913.35,West,Salaries & Wages,sample_gl
Actual,6000,2024-10-24,1290.62,West,Salaries & Wages,sample_gl
Actual,6000,2024-10-25,11644.7,West,Salaries & Wages,sample_gl
Actual,6000,2024-10-28,928.18,West,Salaries & Wages,sample_gl
Actual,6010,2024-10-04,549.7,North,Rent & Facilities,sample_gl
Actual,6010,2024-10-08,3327.53,North,Rent & Facilities,sample_gl
Actual,6010,2024-10-12,1747.5,North,Rent & Facilities,sample_gl
Actual,6010,2024-10-14,856.83,North,Rent & Facilities,sample_gl
Actual,6010,2024-10-16,331.4,North,Rent & Facilities,sample_gl
Actual,6010,2024-10-22,1639.41,North,Rent & Facilities,sample_gl
Actual,6010,2024-10-22,1498.59,North,Rent & Facilities,sample_gl
Actual,6010,2024-10-24,122.99,North,Rent & Facilities,sample_gl
Actual,6010,2024-10-03,521.52,South,Rent & Facilities,sample_gl
Actual,6010,2024-10-06,1785.21,South,Rent & Facilities,sample_gl
Actual,6010,2024-10-11,127.33,South,Rent & Facilities,sample_gl
Actual,6010,2024-10-16,61.03,South,Rent & Facilities,sample_gl
Actual,6010,2024-10-16,1681.94,South,Rent & Facilities,sample_gl
Actual,6010,2024-10-25,2486.27,South,Rent & Facilities,sample_gl
Actual,6010,2024-10-28,3385.18,South,Rent & Facilities,sample_gl
Actual,6010,2024-10-28,309.23,South,Rent & Facilities,sample_gl
Actual,6010,2024-10-03,1081.89,West,Rent & Facilities,sample_gl
Actual,6010,2024-10-15,169.31,West,Rent & Facilities,sample_gl
Actual,6010,2024-10-15,3094.97,West,Rent & Facilities,sample_gl
Actual,6010,2024-10-15,366.06,West,Rent & Facilities,sample_gl
Actual,6010,2024-10-16,530.23,West,Rent & Facilities,sample_gl
Actual,6010,2024-10-19,629.86,West,Rent & Facilities,sample_gl
Actual,6010,2024-10-26,1014.42,West,Rent & Facilities,sample_gl
Actual,6010,2024-10-28,3653.55,West,Rent & Facilities,sample_gl
Actual,6020,2024-10-10,842.14,North,Marketing,sample_gl
Actual,6020,2024-10-17,2367.4,North,Marketing,sample_gl
Actual,6020,2024-10-18,249.3,North,Marketing,sample_gl
Actual,6020,2024-10-20,2178.85,North,Marketing,sample_gl
Actual,6020,2024-10-20,1413.79,North,Marketing,sample_gl
Actual,6020,2024-10-21,3367.23,North,Marketing,sample_gl
Actual,6020,2024-10-29,4327.16,North,Marketing,sample_gl
Actual,6020,2024-10-31,770.3,North,Marketing,sample_gl
Actual,6020,2024-10-12,1520.58,South,Marketing,sample_gl
Actual,6020,2024-10-16,1436.57,South,Marketing,sample_gl
Actual,6020,2024-10-18,1595.08,South,Marketing,sample_gl
Actual,6020,2024-10-20,4994.96,South,Marketing,sample_gl
Actual,6020,2024-10-20,578.85,South,Marketing,sample_gl
Actual,6020,2024-10-22,941.02,South,Marketing,sample_gl
Actual,6020,2024-10-23,1794.31,South,Marketing,sample_gl
Actual,6020,2024-10-25,474.3,South,Marketing,sample_gl
Actual,6020,2024-10-02,1256.73,West,Marketing,sample_gl
Actual,6020,2024-10-04,946.78,West,Marketing,sample_gl
Actual,6020,2024-10-05,2412.76,West,Marketing,sample_gl
Actual,6020,2024-10-06,2560.83,West,Marketing,sample_gl
Actual,6020,2024-10-16,1245.48,West,Marketing,sample_gl
Actual,6020,2024-10-23,55.26,West,Marketing,sample_gl
Actual,6020,2024-10-27,2451.58,West,Marketing,sample_gl
Actual,6020,2024-10-29,819.91,West,Marketing,sample_gl
Actual,6030,2024-10-04,2396.46,North,Software & Subscriptions,sample_gl
Actual,6030,2024-10-07,208.35,North,Software & Subscriptions,sample_gl
Actual,6030,2024-10-11,799.69,North,Software & Subscriptions,sample_gl
Actual,6030,2024-10-15,402.69,North,Software & Subscriptions,sample_gl
Actual,6030,2024-10-23,657.34,North,Software & Subscriptions,sample_gl
Actual,6030,2024-10-25,377.69,North,Software & Subscriptions,sample_gl
Actual,6030,2024-10-26,515.52,North,Software & Subscriptions,sample_gl
Actual,6030,2024-10-27,424.24,North,Software & Subscriptions,sample_gl
Actual,6030,2024-10-01,947.15,South,Software & Subscriptions,sample_gl
Actual,6030,2024-10-02,1634.13,South,Software & Subscriptions,sample_gl
Actual,6030,2024-10-14,135.77,South,Software & Subscriptions,sample_gl
Actual,6030,2024-10-16,375.34,South,Software & Subscriptions,sample_gl
Actual,6030,2024-10-17,812.12,South,Software & Subscriptions,sample_gl
Actual,6030,2024-10-18,578.98,South,Software & Subscriptions,sample_gl
Actual,6030,2024-10-24,440.14,South,Software & Subscriptions,sample_gl
Actual,6030,2024-10-30,421.39,South,Software & Subscriptions,sample_gl
Actual,6030,2024-10-04,1341.32,West,Software & Subscriptions,sample_gl
Actual,6030,2024-10-05,544.51,West,Software & Subscriptions,sample_gl
Actual,6030,2024-10-11,585.6,West,Software & Subscriptions,sample_gl
Actual,6030,2024-10-13,1266.16,West,Software & Subscriptions,sample_gl
Actual,6030,2024-10-20,752.72,West,Software & Subscriptions,sample_gl
Actual,6030,2024-10-20,233.77,West,Software & Subscriptions,sample_gl
Actual,6030,2024-10-22,77.99,West,Software & Subscriptions,sample_gl
Actual,6030,2024-10-29,100.5,West,Software & Subscriptions,sample_gl
Actual,6040,2024-10-05,1031.02,North,Travel & Entertainment,sample_gl
Actual,6040,2024-10-05,503.09,North,Travel & Entertainment,sample_gl
Actual,6040,2024-10-14,1712.5,North,Travel & Entertainment,sample_gl
Actual,6040,2024-10-17,353.67,North,Travel & Entertainment,sample_gl
Actual,6040,2024-10-20,53.27,North,Travel & Entertainment,sample_gl
Actual,6040,2024-10-23,763.86,North,Travel & Entertainment,sample_gl
Actual,6040,2024-10-24,383.92,North,Travel & Entertainment,sample_gl
Actual,6040,2024-10-29,330.97,North,Travel & Entertainment,sample_gl
Actual,6040,2024-10-05,345.74,South,Travel & Entertainment,sample_gl
Actual,6040,2024-10-10,620.08,South,Travel & Entertainment,sample_gl
Actual,6040,2024-10-12,543.8,South,Travel & Entertainment,sample_gl
Actual,6040,2024-10-20,437.98,South,Travel & Entertainment,sample_gl
Actual,6040,2024-10-22,132.5,South,Travel & Entertainment,sample_gl
Actual,6040,2024-10-22,790.97,South,Travel & Entertainment,sample_gl
Actual,6040,2024-10-23,68.93,South,Travel & Entertainment,sample_gl
Actual,6040,2024-10-30,55.92,South,Travel & Entertainment,sample_gl
Actual,6040,2024-10-14,55.37,West,Travel & Entertainment,sample_gl
Actual,6040,2024-10-19,263.02,West,Travel & Entertainment,sample_gl
Actual,6040,2024-10-22,308.03,West,Travel & Entertainment,sample_gl
Actual,6040,2024-10-22,518.79,West,Travel & Entertainment,sample_gl
Actual,6040,2024-10-23,625.64,West,Travel & Entertainment,sample_gl
Actual,6040,2024-10-24,72.48,West,Travel & Entertainment,sample_gl
Actual,6040,2024-10-29,12.95,West,Travel & Entertainment,sample_gl
Actual,6040,2024-10-31,334.53,West,Travel & Entertainment,sample_gl
Actual,7000,2024-10-02,257.6,North,Interest Expense,sample_gl
Actual,7000,2024-10-06,350.47,North,Interest Expense,sample_gl
Actual,7000,2024-10-07,239.08,North,Interest Expense,sample_gl
Actual,7000,2024-10-09,642.34,North,Interest Expense,sample_gl
Actual,7000,2024-10-10,757.82,North,Interest Expense,sample_gl
Actual,7000,2024-10-22,590.59,North,Interest Expense,sample_gl
Actual,7000,2024-10-25,419.29,North,Interest Expense,sample_gl
Actual,7000,2024-10-26,895.5,North,Interest Expense,sample_gl
Actual,7000,2024-10-08,177.56,South,Interest Expense,sample_gl
Actual,7000,2024-10-18,1264.64,South,Interest Expense,sample_gl
Actual,7000,2024-10-18,27.61,South,Interest Expense,sample_gl
Actual,7000,2024-10-21,461.24,South,Interest Expense,sample_gl
Actual,7000,2024-10-22,687.93,South,Interest Expense,sample_gl
Actual,7000,2024-10-24,12.07,South,Interest Expense,sample_gl
Actual,7000,2024-10-24,380.62,South,Interest Expense,sample_gl
Actual,7000,2024-10-28,767.87,South,Interest Expense,sample_gl
Actual,7000,2024-10-02,52.74,West,Interest Expense,sample_gl
Actual,7000,2024-10-11,969.64,West,Interest Expense,sample_gl
Actual,7000,2024-10-14,1501.87,West,Interest Expense,sample_gl
Actual,7000,2024-10-18,652.31,West,Interest Expense,sample_gl
Actual,7000,2024-10-22,199.55,West,Interest Expense,sample_gl
Actual,7000,2024-10-26,163.25,West,Interest Expense,sample_gl
Actual,7000,2024-10-31,168.27,West,Interest Expense,sample_gl
Actual,7000,2024-10-31,360.05,West,Interest Expense,sample_gl
Actual,4000,2024-11-07,-27789.28,North,Product Revenue,sample_gl
Actual,4000,2024-11-18,-580.55,North,Product Revenue,sample_gl
Actual,4000,2024-11-19,-1527.12,North,Product Revenue,sample_gl
Actual,4000,2024-11-20,-17141.12,North,Product Revenue,sample_gl
Actual,4000,2024-11-24,-35124.39,North,Product Revenue,sample_gl
Actual,4000,2024-11-24,-26992.49,North,Product Revenue,sample_gl
Actual,4000,2024-11-25,-45031.88,North,Product Revenue,sample_gl
Actual,4000,2024-11-25,-5709.94,North,Product Revenue,sample_gl
Actual,4000,2024-11-02,-22066.52,South,Product Revenue,sample_gl
Actual,4000,2024-11-05,-158.25,South,Product Revenue,sample_gl
Actual,4000,2024-11-06,-14386.78,South,Product Revenue,sample_gl
Actual,4000,2024-11-09,-9707.03,South,Product Revenue,sample_gl
Actual,4000,2024-11-09,-1138.87,South,Product Revenue,sample_gl
Actual,4000,2024-11-13,-36382.87,South,Product Revenue,sample_gl
Actual,4000,2024-11-14,-18046.67,South,Product Revenue,sample_gl
Actual,4000,2024-11-18,-41678.64,South,Product Revenue,sample_gl
Actual,4000,2024-11-10,-13866.71,West,Product Revenue,sample_gl
Actual,4000,2024-11-16,-23531.23,West,Product Revenue,sample_gl
Actual,4000,2024-11-18,-7341.1,West,Product Revenue,sample_gl
Actual,4000,2024-11-19,-19911.7,West,Product Revenue,sample_gl
Actual,4000,2024-11-20,-8181.86,West,Product Revenue,sample_gl
Actual,4000,2024-11-22,-29910.11,West,Product Revenue,sample_gl
Actual,4000,2024-11-26,-56724.88,West,Product Revenue,sample_gl
Actual,4000,2024-11-27,-43926.79,West,Product Revenue,sample_gl
Actual,4010,2024-11-03,-11704.78,North,Service Revenue,sample_gl
Actual,4010,2024-11-08,-279.32,North,Service Revenue,sample_gl
Actual,4010,2024-11-12,-6223.32,North,Service Revenue,sample_gl
Actual,4010,2024-11-13,-1586.26,North,Service Revenue,sample_gl
Actual,4010,2024-11-14,-9309.95,North,Service Revenue,sample_gl
Actual,4010,2024-11-18,-12187.72,North,Service Revenue,sample_gl
Actual,4010,2024-11-18,-13384.7,North,Service Revenue,sample_gl
Actual,4010,2024-11-29,-184.82,North,Service Revenue,sample_gl
Actual,4010,2024-11-01,-18739.68,South,Service Revenue,sample_gl
Actual,4010,2024-11-04,-17094.64,South,Service Revenue,sample_gl
Actual,4010,2024-11-08,-433.88,South,Service Revenue,sample_gl
Actual,4010,2024-11-12,-3586.33,South,Service Revenue,sample_gl
Actual,4010,2024-11-15,-13627.24,South,Service Revenue,sample_gl
Actual,4010,2024-11-21,-1696.55,South,Service Revenue,sample_gl
Actual,4010,2024-11-22,-812.16,South,Service Revenue,sample_gl
Actual,4010,2024-11-29,-2400.04,South,Service Revenue,sample_gl
Actual,4010,2024-11-01,-1455.51,West,Service Revenue,sample_gl
Actual,4010,2024-11-09,-4934.3,West,Service Revenue,sample_gl
Actual,4010,2024-11-10,-6055.68,West,Service Revenue,sample_gl
Actual,4010,2024-11-13,-2343.29,West,Service Revenue,sample_gl
Actual,4010,2024-11-17,-11858.06,West,Service Revenue,sample_gl
Actual,4010,2024-11-18,-640.34,West,Service Revenue,sample_gl
Actual,4010,2024-11-24,-2528.3,West,Service Revenue,sample_gl
Actual,4010,2024-11-30,-3376.2,West,Service Revenue,sample_gl
Actual,5000,2024-11-01,4829.06,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-03,14882.25,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-06,5275.97,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-07,6160.5,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-18,1505.86,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-18,3291.62,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-21,4245.53,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-25,6275.19,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-03,3521.92,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-14,2158.06,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-21,4298.47,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-22,11549.41,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-24,8275.21,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-24,6415.81,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-25,15324.54,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-27,13355.17,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-09,1035.91,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-11,31765.03,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-13,3113.9,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-13,2008.0,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-14,1415.07,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-14,1954.93,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-15,5069.58,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-11-21,14966.73,West,Cost of Goods Sold,sample_gl
Actual,5010,2024-11-03,2212.76,North,Direct Labor,sample_gl
Actual,5010,2024-11-04,5495.63,North,Direct Labor,sample_gl
Actual,5010,2024-11-10,2398.4,North,Direct Labor,sample_gl
Actual,5010,2024-11-12,1088.74,North,Direct Labor,sample_gl
Actual,5010,2024-11-17,5705.42,North,Direct Labor,sample_gl
Actual,5010,2024-11-23,2674.36,North,Direct Labor,sample_gl
Actual,5010,2024-11-28,552.97,North,Direct Labor,sample_gl
Actual,5010,2024-11-30,5451.19,North,Direct Labor,sample_gl
Actual,5010,2024-11-05,3256.88,South,Direct Labor,sample_gl
Actual,5010,2024-11-10,5177.87,South,Direct Labor,sample_gl
Actual,5010,2024-11-13,6875.61,South,Direct Labor,sample_gl
Actual,5010,2024-11-18,1176.28,South,Direct Labor,sample_gl
Actual,5010,2024-11-24,1485.0,South,Direct Labor,sample_gl
Actual,5010,2024-11-26,2693.47,South,Direct Labor,sample_gl
Actual,5010,2024-11-26,1039.06,South,Direct Labor,sample_gl
Actual,5010,2024-11-28,901.18,South,Direct Labor,sample_gl
Actual,5010,2024-11-01,2327.06,West,Direct Labor,sample_gl
Actual,5010,2024-11-01,3415.03,West,Direct Labor,sample_gl
Actual,5010,2024-11-02,5030.69,West,Direct Labor,sample_gl
Actual,5010,2024-11-04,4194.6,West,Direct Labor,sample_gl
Actual,5010,2024-11-05,688.69,West,Direct Labor,sample_gl
Actual,5010,2024-11-18,4188.45,West,Direct Labor,sample_gl
Actual,5010,2024-11-18,423.53,West,Direct Labor,sample_gl
Actual,5010,2024-11-28,7068.37,West,Direct Labor,sample_gl
Actual,6000,2024-11-05,2250.57,North,Salaries & Wages,sample_gl
Actual,6000,2024-11-06,2492.47,North,Salaries & Wages,sample_gl
Actual,6000,2024-11-06,5715.32,North,Salaries & Wages,sample_gl
Actual,6000,2024-11-08,13015.99,North,Salaries & Wages,sample_gl
Actual,6000,2024-11-17,4290.46,North,Salaries & Wages,sample_gl
Actual,6000,2024-11-20,3313.01,North,Salaries & Wages,sample_gl
Actual,6000,2024-11-27,9891.16,North,Salaries & Wages,sample_gl
Actual,6000,2024-11-28,410.63,North,Salaries & Wages,sample_gl
Actual,6000,2024-11-03,9007.67,South,Salaries & Wages,sample_gl
Actual,6000,2024-11-03,1693.48,South,Salaries & Wages,sample_gl
Actual,6000,2024-11-10,737.1,South,Salaries & Wages,sample_gl
Actual,6000,2024-11-15,4857.08,South,Salaries & Wages,sample_gl
Actual,6000,2024-11-18,10195.79,South,Salaries & Wages,sample_gl
Actual,6000,2024-11-18,4138.41,South,Salaries & Wages,sample_gl
Actual,6000,2024-11-21,12786.84,South,Salaries & Wages,sample_gl
Actual,6000,2024-11-22,2211.11,South,Salaries & Wages,sample_gl
Actual,6000,2024-11-07,6061.94,West,Salaries & Wages,sample_gl
Actual,6000,2024-11-10,646.17,West,Salaries & Wages,sample_gl
Actual,6000,2024-11-11,5750.89,West,Salaries & Wages,sample_gl
Actual,6000,2024-11-11,10089.53,West,Salaries & Wages,sample_gl
Actual,6000,2024-11-15,5035.73,West,Salaries & Wages,sample_gl
Actual,6000,2024-11-16,4544.29,West,Salaries & Wages,sample_gl
Actual,6000,2024-11-20,6004.83,West,Salaries & Wages,sample_gl
Actual,6000,2024-11-22,1644.46,West,Salaries & Wages,sample_gl
Actual,6010,2024-11-08,3356.65,North,Rent & Facilities,sample_gl
Actual,6010,2024-11-09,282.69,North,Rent & Facilities,sample_gl
Actual,6010,2024-11-14,869.34,North,Rent & Facilities,sample_gl
Actual,6010,2024-11-21,350.24,North,Rent & Facilities,sample_gl
Actual,6010,2024-11-23,71.04,North,Rent & Facilities,sample_gl
Actual,6010,2024-11-24,1949.92,North,Rent & Facilities,sample_gl
Actual,6010,2024-11-26,963.65,North,Rent & Facilities,sample_gl
Actual,6010,2024-11-27,2280.2,North,Rent & Facilities,sample_gl
Actual,6010,2024-11-03,2037.42,South,Rent & Facilities,sample_gl
Actual,6010,2024-11-05,4461.96,South,Rent & Facilities,sample_gl
Actual,6010,2024-11-09,51.94,South,Rent & Facilities,sample_gl
Actual,6010,2024-11-18,993.64,South,Rent & Facilities,sample_gl
Actual,6010,2024-11-27,63.47,South,Rent & Facilities,sample_gl
Actual,6010,2024-11-27,1203.61,South,Rent & Facilities,sample_gl
Actual,6010,2024-11-28,441.0,South,Rent & Facilities,sample_gl
Actual,6010,2024-11-29,1119.1,South,Rent & Facilities,sample_gl
Actual,6010,2024-11-07,377.68,West,Rent & Facilities,sample_gl
Actual,6010,2024-11-13,1153.73,West,Rent & Facilities,sample_gl
Actual,6010,2024-11-19,1153.8,West,Rent & Facilities,sample_gl
Actual,6010,2024-11-19,1358.82,West,Rent & Facilities,sample_gl
Actual,6010,2024-11-19,1516.43,West,Rent & Facilities,sample_gl
Actual,6010,2024-11-25,1176.96,West,Rent & Facilities,sample_gl
Actual,6010,2024-11-27,2473.59,West,Rent & Facilities,sample_gl
Actual,6010,2024-11-30,1092.29,West,Rent & Facilities,sample_gl
Actual,6020,2024-11-03,196.09,North,Marketing,sample_gl
Actual,6020,2024-11-05,4226.39,North,Marketing,sample_gl
Actual,6020,2024-11-10,2313.88,North,Marketing,sample_gl
Actual,6020,2024-11-13,5929.74,North,Marketing,sample_gl
Actual,6020,2024-11-15,1352.29,North,Marketing,sample_gl
Actual,6020,2024-11-17,3828.45,North,Marketing,sample_gl
Actual,6020,2024-11-17,330.52,North,Marketing,sample_gl
Actual,6020,2024-11-28,335.96,North,Marketing,sample_gl
Actual,6020,2024-11-05,573.69,South,Marketing,sample_gl
Actual,6020,2024-11-06,1423.32,South,Marketing,sample_gl
Actual,6020,2024-11-06,1277.47,South,Marketing,sample_gl
Actual,6020,2024-11-15,1138.12,South,Marketing,sample_gl
Actual,6020,2024-11-19,37.77,South,Marketing,sample_gl
Actual,6020,2024-11-19,2265.86,South,Marketing,sample_gl
Actual,6020,2024-11-22,2115.62,South,Marketing,sample_gl
Actual,6020,2024-11-28,294.46,South,Marketing,sample_gl
Actual,6020,2024-11-07,572.33,West,Marketing,sample_gl
Actual,6020,2024-11-12,3421.75,West,Marketing,sample_gl
Actual,6020,2024-11-13,1609.26,West,Marketing,sample_gl
Actual,6020,2024-11-16,822.42,West,Marketing,sample_gl
Actual,6020,2024-11-17,2247.57,West,Marketing,sample_gl
Actual,6020,2024-11-26,1551.81,West,Marketing,sample_gl
Actual,6020,2024-11-30,1860.32,West,Marketing,sample_gl
Actual,6020,2024-11-30,239.22,West,Marketing,sample_gl
Actual,6030,2024-11-06,1879.17,North,Software & Subscriptions,sample_gl
Actual,6030,2024-11-09,56.75,North,Software & Subscriptions,sample_gl
Actual,6030,2024-11-13,721.91,North,Software & Subscriptions,sample_gl
Actual,6030,2024-11-18,703.08,North,Software & Subscriptions,sample_gl
Actual,6030,2024-11-19,1.74,North,Software & Subscriptions,sample_gl
